egg.count,egg.dens,b.depth,lat,lon,time,salinity,flow,s.depth,temp.surf,temp.20m,net.area,country,vessel,vessel.haul,c.dist
16,294.27,3198,46.52,-5.47,16.53,NA,377,100,15.4,15.4,0.242,SP,COSA,567,0.332768606
1,19.14,3793,46.62,-5.62,17.88,35.66,355,97,15.5,15.5,0.242,SP,COSA,568,0.428473761
1,22.29,3225,46.62,-5.55,18.77,NA,317,103,15.3,15.3,0.242,SP,COSA,569,0.366881096
8,149.86,2776,46.62,-5.47,19.32,NA,378,99,15.7,15.7,0.242,SP,COSA,570,0.290096124
14,272.9,2523,46.62,-5.4,19.72,NA,367,99,15.8,15.8,0.242,SP,COSA,571,0.224756603
2,40.06,2867,46.62,-5.33,20.17,NA,368,102,15.8,15.8,0.242,SP,COSA,572,0.162179569
0,0,1721,46.62,-5.25,20.72,35.66,371,102,15.5,15.5,0.242,SP,COSA,573,0.094906762
6,111.7,1985,46.62,-5.18,21.27,NA,357,100,15,15,0.242,SP,COSA,574,0.060216733
4,82.62,1841,46.62,-5.1,21.73,NA,335,103,15.1,15.1,0.242,SP,COSA,575,0.046690079
2,35.3,1152,46.62,-5.03,22.15,NA,377,98,15.2,15.2,0.242,SP,COSA,576,0.037587203
11,198.1,667,46.62,-4.97,22.63,35.69,381,100,15.3,15.3,0.242,SP,COSA,577,0.010418193
0,0,158,46.62,-4.67,2.67,NA,371,96,15.6,15.6,0.242,SP,COSA,585,0.018813348
1,15.79,388,46.62,-4.88,6.33,NA,395,98,14.6,14.6,0.242,SP,COSA,592,0.007597809
16,318.36,271,46.62,-4.82,6.73,35.67,323,101,14.6,14.6,0.242,SP,COSA,593,0.007597809
0,0,189,46.62,-4.73,7.5,NA,363,101,15.4,15.4,0.242,SP,COSA,594,0.015714711
2,37.12,154,46.62,-4.6,8.25,35.67,366,99,15.3,15.3,0.242,SP,COSA,595,0.024210866
0,0,150,46.62,-4.53,8.68,NA,361,99,15.2,15.2,0.242,SP,COSA,596,0.052648548
0,0,145,46.62,-4.45,9.08,NA,370,99,15.7,15.7,0.242,SP,COSA,597,0.114848174
2,37.37,145,46.62,-4.38,9.5,NA,379,99,15.7,15.7,0.242,SP,COSA,598,0.15972454
0,0,143,46.62,-4.32,10,35.69,374,99,15.9,15.9,0.242,SP,COSA,599,0.206142488
0,0,144,46.62,-4.23,10.5,NA,384,97,16.1,16.1,0.242,SP,COSA,600,0.239305503
0,0,141,46.62,-4.17,11,35.68,374,98,16.7,16.7,0.242,SP,COSA,601,0.254463171
0,0,138,46.62,-4.1,11.55,35.65,370,100,16.2,16.2,0.242,SP,COSA,602,0.268433724
0,0,136,46.62,-4.02,12.02,35.6,355,101,16.9,16.9,0.242,SP,COSA,603,0.296937955
1,22.64,135,46.62,-3.95,12.53,NA,366,100,17.2,17.2,0.242,SP,COSA,604,0.335055057
0,0,132,46.62,-3.88,13.02,35.62,378,99,17,17,0.242,SP,COSA,605,0.375484875
0,0,127,46.62,-3.8,13.47,NA,361,100,17.3,17.3,0.242,SP,COSA,606,0.428614241
0,0,121,46.62,-3.73,13.92,35.51,365,100,17.8,17.8,0.242,SP,COSA,607,0.481239322
0,0,125,46.62,-3.67,14.45,NA,367,100,17.8,17.8,0.242,SP,COSA,608,0.529558536
0,0,120,46.62,-3.58,15.1,35.55,371,100,17.4,17.4,0.242,SP,COSA,609,0.605965081
0,0,113,46.62,-3.52,15.77,35.47,370,100,16.9,16.9,0.242,SP,COSA,610,0.641126425
0,0,117,46.62,-3.45,16.28,NA,382,97,17,17,0.242,SP,COSA,611,0.67856728
0,0,118,46.62,-3.37,16.83,NA,369,101,17.1,17.1,0.242,SP,COSA,612,0.72644744
0,0,115,46.62,-3.3,17.33,NA,369,99,17.2,17.2,0.242,SP,COSA,613,0.769350053
0,0,108,46.62,-3.22,17.83,NA,364,98,17.2,17.2,0.242,SP,COSA,614,0.818533484
0,0,108,46.62,-3.15,18.47,35.12,381,100,17,17,0.242,SP,COSA,615,0.861751305
0,0,102,46.62,-3.08,18.93,NA,388,98,17,17,0.242,SP,COSA,616,0.90662216
0,0,100,46.62,-2.98,19.47,NA,377,96,17,17,0.242,SP,COSA,617,0.975868062
0,0,92,46.63,-2.93,19.9,35.13,345,86,17.3,17.3,0.242,SP,COSA,618,1.015771523
0,0,86,46.62,-2.87,20.6,NA,323,82,17.1,17.1,0.242,SP,COSA,619,1.043412772
0,0,81,46.62,-2.78,21.17,NA,303,76,17.3,17.3,0.242,SP,COSA,620,1.101050676
0,0,68,46.62,-2.65,21.98,35.22,303,63,17.2,17.2,0.242,SP,COSA,621,1.191406464
0,0,61,46.62,-2.57,22.57,NA,217,52,17.3,17.3,0.242,SP,COSA,622,1.241979781
0,0,58,46.62,-2.48,23.05,NA,195,46,17.5,17.5,0.242,SP,COSA,623,1.294841627
0,0,51,46.62,-2.42,23.55,35.03,190,45,17.5,17.5,0.242,SP,COSA,624,1.328864044
0,0,39,46.75,-2.48,0.85,NA,132,32,17.1,17.1,0.242,SP,COSA,625,1.399799273
0,0,27,46.87,-2.48,1.82,34.94,92,22,16.9,16.9,0.242,SP,COSA,626,1.488357332
0,0,44,46.87,-2.65,2.7,NA,186,36,17.1,17.1,0.242,SP,COSA,627,1.375985606
0,0,51,46.87,-2.72,3.45,35.13,188,43,17.1,17.1,0.242,SP,COSA,628,1.333267116
0,0,53,46.87,-2.8,4,NA,184,45,16.9,16.9,0.242,SP,COSA,629,1.280199841
0,0,57,46.87,-2.87,4.62,NA,216,50,16.8,16.8,0.242,SP,COSA,630,1.233030138
0,0,50,46.87,-2.93,5.42,NA,197,43,16.6,16.6,0.242,SP,COSA,631,1.194382887
0,0,1420,44.37,-2.97,17.28,35.79,369,100,16.1,16.1,0.242,SP,COSA,632,0.745640869
0,0,1427,44.37,-2.9,18.18,NA,395,100,17.3,17.3,0.242,SP,COSA,633,0.745640869
0,0,1467,44.37,-2.83,18.58,NA,371,101,17.3,17.3,0.242,SP,COSA,634,0.745640869
0,0,1383,44.37,-2.68,19.47,35.45,386,99,17.2,17.2,0.242,SP,COSA,635,0.67160747
0,0,1349,44.37,-2.62,19.82,NA,379,100,16.7,16.7,0.242,SP,COSA,636,0.612312897
0,0,1348,44.37,-2.55,20.23,35.22,391,99,16.8,16.8,0.242,SP,COSA,637,0.543135895
0,0,1328,44.37,-2.48,20.65,NA,383,99,16.5,16.5,0.242,SP,COSA,638,0.473958893
0,0,1492,44.37,-2.42,21.05,35.21,377,100,16.7,16.7,0.242,SP,COSA,639,0.41466432
0,0,1735,44.62,-2.42,23.03,35.49,364,101,16.5,16.5,0.242,SP,COSA,640,0.412306709
0,0,2080,44.62,-2.48,23.55,NA,364,99,16.2,16.2,0.242,SP,COSA,641,0.453205233
0,0,2634,44.62,-2.62,0.42,NA,368,100,16.5,16.5,0.242,SP,COSA,642,0.528094014
0,0,2280,44.62,-2.77,1,NA,354,99,16.5,16.5,0.242,SP,COSA,643,0.566276194
0,0,2262,44.62,-2.9,2,35.56,367,101,16.7,16.7,0.242,SP,COSA,644,0.581196453
0,0,4173,45.48,-4.33,9.45,NA,369,101,15.9,15.9,0.242,SP,COSA,645,0.754378829
0,0,3943,45.58,-4.35,10.35,35.72,385,100,16.2,16.2,0.242,SP,COSA,646,0.682815115
0,0,4102,45.62,-4.42,10.87,NA,376,101,15.9,15.9,0.242,SP,COSA,647,0.697263972
0,0,4231,45.62,-4.48,11.22,35.71,378,101,16,16,0.242,SP,COSA,648,0.738640185
0,0,4360,45.62,-4.63,11.85,NA,372,99,15.9,15.9,0.242,SP,COSA,649,0.830095917
0,0,4390,45.62,-4.77,12.53,35.72,357,100,16,16,0.242,SP,COSA,650,0.886616881
0,0,4414,45.62,-4.83,13.03,35.71,369,101,16,16,0.242,SP,COSA,651,0.912536669
10,5.43,124,48.25,-5.75,18.63,35.6,5847,120,13.8,11.4,0.15,EN,CIRO,3,0.922733042
4,3.2,140,48.25,-6.25,20.98,35.53,4885,136,13.6,12,0.15,EN,CIRO,4,0.689713378
6,6.04,160,48.23,-6.8,23.25,35.6,4666,155,13.3,12.4,0.15,EN,CIRO,5,0.569496612
8,7.79,173,48.25,-7.27,1.47,35.53,5304,166,13.4,12.6,0.15,EN,CIRO,6,0.367516173
1,0.82,184,48.25,-7.78,3.73,35.55,6912,180,13,12.7,0.15,EN,CIRO,7,0.125272891
20,14.98,206,48.27,-8.23,6.62,35.33,8307,195,12.9,12.8,0.15,EN,CIRO,8,0.01161152
20,55.53,192,48.23,-8.75,6.65,35.6,7996,195,12.9,13,0.15,EN,CIRO,10,0.087749999
26,62.85,256,48.25,-9.25,9.18,35.55,6274,199,12.6,12.6,0.15,EN,CIRO,11,0.154152246
22,52.25,875,48.23,-9.75,11.53,35.57,6364,200,13.1,13,0.15,EN,CIRO,12,0.417110197
76,69.2,3000,48.25,-10.27,13.85,35.53,7132,201,13.1,12.9,0.15,EN,CIRO,13,0.537530786
27,47.45,2700,48.25,-10.77,16.78,35.49,7010,200,13.5,13.1,0.15,EN,CIRO,14,0.740146172
22,21.52,4000,48.25,-11.25,19.03,35.56,6940,200,13.4,13.3,0.15,EN,CIRO,15,0.873878731
27,30.86,2800,48.23,-11.73,21.45,35.57,6010,200,13.4,13.4,0.15,EN,CIRO,16,1.153986225
51,75.5,1600,48.73,-12.73,2.72,35.39,5776,200,13,12.8,0.15,EN,CIRO,17,1.661501023
21,29.17,1300,48.73,-12.25,5.05,35.49,6282,200,13.6,13.4,0.15,EN,CIRO,18,1.218667157
29,36.69,1400,48.73,-11.87,7,35.5,6125,200,13.3,13.1,0.15,EN,CIRO,19,0.889429172
81,151.14,2600,48.75,-11.62,8.42,35.52,5606,200,13.3,13.2,0.15,EN,CIRO,20,0.685723837
65,172.63,1600,48.75,-11.37,9.83,35.54,4863,200,13.4,13.4,0.15,EN,CIRO,21,0.529336653
53,107.87,1000,48.73,-11.12,11.18,35.46,6096,200,13.3,12.9,0.15,EN,CIRO,22,0.391450222
61,178.81,1100,48.75,-10.87,12.6,35.48,6268,200,13.4,13.2,0.15,EN,CIRO,23,0.269496998
28,133.62,1400,48.73,-10.62,14.2,35.52,5728,200,13.2,12.9,0.15,EN,CIRO,24,0.262242588
23,116.25,162,48.73,-10.37,16.77,35.52,6551,162,13,12.6,0.15,EN,CIRO,25,0.117957107
30,123.28,425,48.75,-10.07,20.3,35.52,5843,200,12.7,12.4,0.15,EN,CIRO,27,0.015743256
45,213.32,193,48.75,-9.85,21.77,35.52,6785,188,13.1,12.7,0.15,EN,CIRO,28,0.025306547
43,144.01,176,48.75,-9.6,23.07,35.51,6228,172,12.5,12.4,0.15,EN,CIRO,29,0.119013888
51,58.24,175,48.75,-9.37,0.4,35.47,5484,171,12.5,12.2,0.15,EN,CIRO,30,0.206709778
17,14.81,165,48.75,-9.13,1.72,35.46,5608,157,12.9,12.6,0.15,EN,CIRO,31,0.329107796
2,1.85,170,48.73,-8.87,3.02,35.41,5566,168,13.3,12.5,0.15,EN,CIRO,32,0.398858927
6,5.6,146,48.73,-8.63,4.38,35.44,4555,135,13.1,12.7,0.15,EN,CIRO,33,0.421411279
10,6.85,153,48.75,-8.23,6.15,35.42,7086,158,13.1,12.5,0.15,EN,CIRO,34,0.446278958
5,5.22,158,48.75,-7.75,8.63,35.45,4674,153,13.2,12.8,0.15,EN,CIRO,35,0.60325279
23,19.53,153,48.75,-7.23,10.85,35.4,5275,144,13.1,12.6,0.15,EN,CIRO,36,0.810598841
10,10.37,145,48.75,-6.77,12.98,35.51,2305,74,13.7,12.9,0.15,EN,CIRO,37,1.07455991
3,2.74,137,48.75,-6.27,14.87,35.51,2324,70,14.1,12.4,0.15,EN,CIRO,38,1.159622211
3,2.46,126,49.25,-6.73,18.32,35.45,2389,60,13.5,13,0.15,EN,CIRO,39,1.490439544
7,7.17,135,49.25,-7.22,20.13,35.39,1899,61,13.4,12.8,0.15,EN,CIRO,40,1.263181706
10,12.26,138,49.25,-7.72,21.97,35.31,1464,60,13.2,12.3,0.15,EN,CIRO,41,1.082857144
15,12.21,127,49.25,-8.25,0,35.21,4595,125,12.9,12.3,0.15,EN,CIRO,42,0.932159317
18,13.87,152,49.25,-8.63,1.82,35.28,5668,146,13,12.3,0.15,EN,CIRO,43,0.939043874
4,3.99,154,49.25,-8.88,3.27,35.31,4355,149,12.9,12.1,0.15,EN,CIRO,44,0.887526452
1,1.12,151,49.25,-9.12,4.57,35.33,3922,145,12.8,12.4,0.15,EN,CIRO,45,0.762901271
13,9.8,153,49.25,-9.38,5.87,35.34,6065,147,12.8,12.6,0.15,EN,CIRO,46,0.652631678
9,6.61,154,49.23,-9.65,7.18,35.41,6272,150,12.8,12.5,0.15,EN,CIRO,47,0.532759007
10,8.1,132,49.25,-9.88,8.53,35.36,4626,122,12.9,12.5,0.15,EN,CIRO,48,0.499412191
26,82.04,162,49.25,-10.15,9.77,35.39,6350,157,13.1,12.8,0.15,EN,CIRO,49,0.34092005
33,254.57,136,49.25,-10.37,11.02,35.45,4193,128,13.1,12.8,0.15,EN,CIRO,50,0.257988188
40,133.75,163,49.25,-10.63,12.32,35.47,5631,156,12.9,12.6,0.15,EN,CIRO,51,0.257348601
40,35.34,177,49.23,-10.88,13.7,35.5,5724,169,13,12.3,0.15,EN,CIRO,52,0.155687246
57,79.52,187,49.25,-11.08,14.88,35.45,4036,181,13.6,12.6,0.15,EN,CIRO,53,0.043952546
41,124.71,350,49.23,-11.37,16.87,35.55,4216,200,13.5,13,0.15,EN,CIRO,54,0.21399852
37,351.88,830,49.25,-11.73,17.5,35.59,6096,200,14.1,13.6,0.15,EN,CIRO,69,0.569261081
32,82.05,1100,49.25,-12.25,20.42,35.43,6376,200,13.6,12.9,0.15,EN,CIRO,70,1.0889355
65,123.08,1200,49.25,-12.75,22.78,35.45,7437,200,13.6,13.2,0.15,EN,CIRO,71,1.58882337
55,53.92,2200,49.73,-12.73,2.72,35.33,6509,200,13.5,12.8,0.15,EN,CIRO,72,1.632444735
57,56.16,1200,49.73,-12.25,4.87,35.33,6315,200,13.6,12.6,0.15,EN,CIRO,73,1.178745011
59,275.73,780,49.75,-11.75,7,35.43,5462,200,13.9,12.8,0.15,EN,CIRO,74,0.754550479
59,204.49,450,49.73,-11.33,8.88,35.47,6907,200,13.2,12.3,0.15,EN,CIRO,75,0.376563137
43,50.83,320,49.73,-11.1,10.35,35.54,4931,200,12.7,12.1,0.15,EN,CIRO,76,0.158063143
30,25.37,175,49.75,-10.83,11.75,35.52,6065,167,13,12.5,0.15,EN,CIRO,77,0.049639717
24,230.82,147,49.75,-10.6,13.15,35.5,4736,143,13.8,13.2,0.15,EN,CIRO,78,0.196098239
12,10.97,143,49.75,-10.35,14.43,35.46,4789,139,13.9,12.7,0.15,EN,CIRO,79,0.41924021
45,36.55,141,49.75,-10.08,15.73,35.43,5609,141,13.9,12.9,0.15,EN,CIRO,80,0.681509219
40,36.63,131,49.73,-9.85,17.03,35.42,4404,128,13.9,12.7,0.15,EN,CIRO,81,0.905148913
33,43.18,158,49.73,-9.62,18.22,35.34,3660,152,13.9,12.7,0.15,EN,CIRO,82,1.030266117
21,83.48,118,49.73,-9.33,20.88,35.37,4283,112,14,12.5,0.15,EN,CIRO,83,1.107312156
4,4.25,142,49.75,-9.12,23.3,35.44,4046,140,14.1,12.5,0.15,EN,CIRO,84,1.215772649
6,5.32,126,49.75,-8.85,1.03,35.33,4772,136,13.8,12.6,0.15,EN,CIRO,85,1.331074562
3,4.02,136,49.75,-8.6,2.55,35.39,3084,140,13.9,12.2,0.15,EN,CIRO,86,1.437712046
0,0,138,49.75,-8.2,4.5,35.43,5584,133,13.9,12.6,0.15,EN,CIRO,87,1.434481408
3,2.42,133,49.73,-7.72,6.9,35.31,5060,131,14.4,12.6,0.15,EN,CIRO,88,1.534293661
5,4.94,103,50.25,-7.73,11.15,35.37,3096,97,12.7,12.7,0.15,EN,CIRO,91,2.02588709
0,0,129,50.25,-8.23,13.88,35.37,3284,123,12.7,12.7,0.15,EN,CIRO,92,1.929328394
35,31.02,126,50.25,-8.73,16.92,35.34,4812,132,13,12.9,0.15,EN,CIRO,93,1.83164208
60,51.51,140,50.25,-9.23,20,35.47,5017,135,12.8,12.8,0.15,EN,CIRO,94,1.475677883
46,50.61,126,50.25,-9.75,22.93,35.49,3465,118,12.9,12.9,0.15,EN,CIRO,95,0.965814421
19,15.27,137,50.23,-10.1,1.1,35.49,5308,132,12.9,12.9,0.15,EN,CIRO,96,0.639692835
9,9.25,147,50.23,-10.37,3.33,35.49,4407,142,12.9,12.8,0.15,EN,CIRO,97,0.398022752
8,8.93,164,50.23,-10.62,5.3,35.49,4691,162,12.8,12.9,0.15,EN,CIRO,98,0.148869526
5,5.59,208,50.23,-10.87,7.22,35.48,5662,201,12.7,12.7,0.15,EN,CIRO,99,0.052118011
56,176.86,550,50.23,-11.13,9.23,35.42,5008,200,12.6,12.7,0.15,EN,CIRO,100,0.238089263
34,326.13,1100,50.23,-11.38,11.45,35.43,6254,200,12.7,12.7,0.15,EN,CIRO,101,0.478338755
31,253.29,1600,50.25,-11.73,13.88,35.44,6406,200,13,13,0.15,EN,CIRO,102,0.826977369
31,122.37,2300,50.25,-12.25,16.82,35.41,7326,200,13,13,0.15,EN,CIRO,103,1.343988178
28,191.62,2400,50.23,-12.75,19.48,35.33,6043,200,12.9,12.9,0.15,EN,CIRO,104,1.841584537
30,46.51,2300,50.75,-12.75,0.37,35.37,5784,200,12.7,12.5,0.15,EN,CIRO,105,1.706986524
35,89.16,2100,50.73,-12.25,2.82,NA,6629,200,12.7,12.7,0.15,EN,CIRO,106,1.232834763
32,99.45,2000,50.75,-11.87,4.72,NA,6224,200,12.6,12.4,0.15,EN,CIRO,107,0.875359435
23,131.17,1800,50.73,-11.6,6.1,NA,7469,200,12.8,12.7,0.15,EN,CIRO,108,0.651914942
42,202.89,1300,50.75,-11.37,7.5,NA,6288,200,12.9,12.8,0.15,EN,CIRO,109,0.453746286
31,62.67,330,50.73,-11.12,8.92,NA,6577,200,12.7,12.7,0.15,EN,CIRO,110,0.25093541
28,32.44,181,50.73,-10.85,10.67,NA,4820,175,12.9,12.8,0.15,EN,CIRO,111,0.021814747
18,24.85,166,50.73,-10.55,12.08,NA,3744,160,13.1,12.9,0.15,EN,CIRO,112,0.223878639
10,10.65,140,50.75,-10.23,14.53,NA,4036,133,13.5,12.9,0.15,EN,CIRO,114,0.519921229
1,1.19,123,50.75,-9.72,16.8,35.46,3121,118,13.5,12.7,0.15,EN,CIRO,115,1.002775425
20,20.62,130,50.73,-9.23,18.55,35.33,3789,124,13.1,12.7,0.15,EN,CIRO,116,1.477512615
18,18.96,105,50.73,-8.73,20.47,35.4,2945,96,13.1,12.9,0.15,EN,CIRO,117,1.972306583
0,0,118,50.73,-8.25,22.38,35.24,2716,113,12.9,12.9,0.15,EN,CIRO,118,2.407171219
1,0.85,101,51.25,-8.25,1.9,35.22,3634,96,13.1,12.9,0.15,EN,CIRO,119,2.554395199
2,1.88,105,51.23,-8.75,3.75,35.16,3410,99,12.8,12.9,0.15,EN,CIRO,120,2.074243003
1,0.8,110,51.25,-9.25,5.7,35.19,4139,107,12.8,12.6,0.15,EN,CIRO,121,1.616870413
2,1.75,108,51.25,-9.75,7.73,35.28,3576,102,12.8,12.5,0.15,EN,CIRO,122,1.177381786
6,5.58,136,51.23,-10.25,9.72,35.12,4408,130,12.9,12.7,0.15,EN,CIRO,123,0.75200891
12,11.41,165,51.23,-10.63,11.37,35.53,5437,160,12.9,12.9,0.15,EN,CIRO,124,0.427945865
17,17.91,178,51.25,-10.88,4.55,35.61,5208,172,13.1,12.8,0.15,EN,CIRO,131,0.227707977
58,58.98,211,51.23,-11.3,6.35,35.47,6197,200,12.9,12.7,0.15,EN,CIRO,132,0.192292023
35,128.27,610,51.23,-11.65,8.05,35.48,5959,200,12.8,12.6,0.15,EN,CIRO,133,0.542292023
78,306.81,1100,51.25,-11.88,9.35,35.44,6408,200,12.8,12.7,0.15,EN,CIRO,134,0.772292023
35,150.92,1200,51.25,-12.12,10.72,35.44,6704,200,12.9,12.8,0.15,EN,CIRO,135,1.012292023
29,137.45,1300,51.25,-12.38,12.17,35.43,6059,200,13.1,12.8,0.15,EN,CIRO,136,1.268876693
69,214.4,1500,51.23,-12.75,13.88,35.33,6306,200,13.3,12.5,0.15,EN,CIRO,137,1.599056892
14,13.29,470,51.75,-14.73,15.07,35.34,6303,200,12.4,12.3,0.15,EN,CIRO,144,1.654810703
22,22.19,375,51.73,-14.35,19.52,35.31,6012,200,12.5,12.4,0.15,EN,CIRO,147,1.565768949
29,29.5,380,51.73,-14.08,20.92,35.27,5884,200,12.3,12.3,0.15,EN,CIRO,148,1.532859219
54,59.55,450,51.75,-13.85,22.32,35.34,5498,200,12.3,12.4,0.15,EN,CIRO,149,1.517584824
84,82.04,590,51.73,-13.62,23.63,35.38,6289,200,12.5,12.5,0.15,EN,CIRO,150,1.553555434
46,43.92,790,51.73,-13.37,1.03,35.32,5943,200,12.4,11.9,0.15,EN,CIRO,151,1.581611084
67,226.99,1000,51.73,-13.12,2.45,35.3,5859,200,12.7,12.7,0.15,EN,CIRO,152,1.440448928
66,288.36,1200,51.73,-12.88,3.87,35.32,4799,200,12.7,12.6,0.15,EN,CIRO,153,1.281180121
53,301.44,1300,51.75,-12.62,5.27,35.27,5332,201,12.6,12.6,0.15,EN,CIRO,154,1.118751457
50,132.6,1300,51.75,-12.38,6.63,35.39,5654,200,12.6,12.6,0.15,EN,CIRO,155,1.004505713
37,202.84,1000,51.73,-12.12,8.03,35.35,6503,200,12.6,12.6,0.15,EN,CIRO,156,0.799855259
43,143.54,710,51.75,-11.88,9.45,35.37,5965,200,12.8,12.7,0.15,EN,CIRO,157,0.5857323
36,76.81,350,51.73,-11.62,10.88,35.44,6291,200,12.8,12.7,0.15,EN,CIRO,158,0.370994499
46,49.1,210,51.73,-11.35,12.4,35.43,5903,200,12.9,12.7,0.15,EN,CIRO,159,0.136148667
15,16.32,183,51.75,-11.1,13.85,35.43,5353,178,13.1,13,0.15,EN,CIRO,160,0.091169288
24,31.82,133,51.75,-10.73,15.77,35,3047,135,12.8,12.3,0.15,EN,CIRO,161,0.427211678
1,0.56,101,51.23,-8.23,5.23,NA,655,95,12.4,11.4,0.222,IR,LOFO,1,2.567603369
0,0,104,51.25,-8.73,7.55,NA,285,95,12,11.8,0.222,IR,LOFO,2,2.099814465
0,0,105,51.25,-9.23,10.37,NA,286,103,11.9,11.9,0.222,IR,LOFO,3,1.635108652
2,2.67,102,51.25,-9.73,13.1,NA,289,95,11.9,11.8,0.222,IR,LOFO,4,1.194540235
14,18,133,51.25,-10.23,16.03,NA,439,125,12.6,12.6,0.222,IR,LOFO,5,0.779068549
23,19.51,171,51.25,-10.72,18.63,NA,850,166,12.3,12.3,0.222,IR,LOFO,6,0.364787338
12,8.45,203,51.23,-11.22,21.63,NA,1099,183,12.1,12.1,0.222,IR,LOFO,7,0.112292023
78,219.77,1161,51.25,-11.72,0.33,NA,1423,183,12.2,12.1,0.222,IR,LOFO,8,0.612292023
90,601.78,1645,51.25,-12.18,3.17,NA,769,183,12.3,12.3,0.222,IR,LOFO,9,1.072292023
77,140.85,1885,51.23,-12.7,5.75,NA,859,183,12.2,12.1,0.222,IR,LOFO,10,1.556699261
33,151.25,481,51.73,-14.7,13.92,NA,808,183,12.6,12.3,0.222,IR,LOFO,11,1.662208201
63,156.6,377,51.75,-14.28,17.13,NA,766,183,12.1,12.1,0.222,IR,LOFO,12,1.533074656
46,96,509,51.73,-13.78,19.6,NA,994,183,12.3,12.1,0.222,IR,LOFO,13,1.542920853
77,348.08,912,51.73,-13.28,22.42,NA,981,183,12.7,12.3,0.222,IR,LOFO,14,1.558161975
41,164.13,1085,51.73,-12.78,0.9,NA,704,183,12.5,11.9,0.222,IR,LOFO,15,1.222624124
73,281.81,996,51.75,-12.28,3.52,NA,959,183,12.5,12.2,0.222,IR,LOFO,16,0.925387151
56,164.93,523,51.73,-11.77,5.8,NA,862,183,12.2,12.1,0.222,IR,LOFO,17,0.501464405
16,13.6,195,51.73,-11.28,8.57,NA,923,183,12.5,12.2,0.222,IR,LOFO,18,0.075262711
11,10.38,138,51.75,-10.78,11.6,NA,635,138,12.6,12.3,0.222,IR,LOFO,19,0.380205656
1,0.79,68,51.75,-10.3,14.15,NA,307,58,12.2,12,0.222,IR,LOFO,20,0.835931468
3,2.28,117,52.23,-10.7,17.78,NA,496,93,13.5,11.8,0.222,IR,LOFO,21,0.675923706
2,1.63,139,52.25,-11.2,19.98,NA,670,129,12.5,12.1,0.222,IR,LOFO,22,0.2560063
26,36.56,306,52.23,-11.7,22.33,NA,1102,183,13,12.3,0.222,IR,LOFO,23,0.173370354
66,165.28,749,52.25,-12.23,1.12,NA,1061,183,13.1,12.4,0.222,IR,LOFO,24,0.488697567
52,93.67,689,52.25,-12.72,3.27,NA,1045,183,12.5,12.2,0.222,IR,LOFO,25,0.794525408
76,173.42,572,52.25,-13.2,5.68,NA,1021,183,12.5,12.1,0.222,IR,LOFO,26,1.111224925
51,79.42,387,52.23,-13.7,8.05,NA,1030,183,12.2,12,0.222,IR,LOFO,27,1.049308414
37,35.91,334,52.23,-14.2,10.77,NA,789,183,12,11.8,0.222,IR,LOFO,28,1.046454163
43,131.4,436,52.25,-14.68,12.93,NA,539,183,12.4,12.2,0.222,IR,LOFO,29,1.182538882
73,365.88,559,52.73,-14.78,16.88,NA,796,183,12.5,12.3,0.222,IR,LOFO,30,0.875863247
24,20.7,332,52.75,-14.28,19.28,NA,862,183,12.3,11.8,0.222,IR,LOFO,31,0.559768501
47,203.39,234,52.75,-13.78,21.65,NA,552,183,12.1,11.9,0.222,IR,LOFO,32,0.525155212
53,75.11,347,52.73,-13.28,23.97,NA,785,183,12.2,11.5,0.222,IR,LOFO,33,0.63690966
57,109.68,487,52.73,-12.8,2.6,NA,897,183,12.6,12.1,0.222,IR,LOFO,34,0.617235916
41,52.99,337,52.75,-12.28,5.13,NA,780,183,12.4,12,0.222,IR,LOFO,35,0.136531265
1,0.9,168,52.75,-11.78,7.52,NA,774,165,12.6,12.1,0.222,IR,LOFO,36,0.155206114
4,2.92,130,52.73,-11.27,9.85,NA,763,130,12.9,12.2,0.222,IR,LOFO,37,0.474216692
1,0.97,143,53.22,-11.25,13.35,NA,560,129,13.8,12.1,0.222,IR,LOFO,38,0.623815366
4,3.66,182,53.25,-11.68,15.88,NA,824,165,13.9,12.7,0.222,IR,LOFO,39,0.356315571
10,8.33,308,53.23,-12.2,18.38,NA,966,183,13.5,12.4,0.222,IR,LOFO,40,0.009448328
33,29.2,338,53.25,-12.7,20.82,NA,806,183,12.7,11.5,0.222,IR,LOFO,41,0.485779679
32,51.55,236,53.23,-13.2,23.1,NA,697,183,12.7,12,0.222,IR,LOFO,42,0.234192312
50,51.48,171,53.23,-13.68,1.42,NA,720,166,12.5,11.6,0.222,IR,LOFO,43,0.055459343
47,38.12,208,53.25,-14.2,3.83,NA,904,183,12.2,11.7,0.222,IR,LOFO,44,0.103017914
53,104,949,53.25,-14.7,6.33,NA,981,183,12.6,12.6,0.222,IR,LOFO,45,0.594881616
113,179.54,1500,53.72,-14.75,10.18,NA,792,183,12.1,11.6,0.222,IR,LOFO,46,0.766108754
27,28.9,1358,53.75,-14.28,12.73,NA,704,183,12.2,11.9,0.222,IR,LOFO,47,0.424455318
44,74.9,418,53.75,-13.8,15.13,NA,789,183,12.2,12.3,0.222,IR,LOFO,48,0.190150346
37,42.12,303,53.75,-13.28,17.53,NA,680,183,12.2,12.1,0.222,IR,LOFO,49,0.117137731
19,42.11,283,53.73,-12.77,20.25,NA,340,183,12.4,11.9,0.222,IR,LOFO,50,0.435686155
